event_id,timestamp,event_type,severity,source_system,action_taken,username,source_ip,destination_ip,risk_score,status,details,date,hour
EVT-000738,2025-12-12T05:58:25.982152,network_connection,info,endpoint_protection,quarantined,user_4659,96.127.217.192,55.8.244.133,2,investigating,"{""protocol"": ""HTTPS"", ""port"": 3389, ""bytes_transferred"": 955063}",2025-12-12,5
EVT-000739,2025-12-08T17:24:39.982152,login_failure,info,network_monitor,logged,user_3409,192.168.254.124,199.42.43.67,0,resolved,"{""protocol"": ""UDP"", ""port"": 1433, ""bytes_transferred"": 764188}",2025-12-08,17
EVT-000740,2025-12-06T09:17:23.982152,network_connection,medium,dlp_system,quarantined,user_7758,192.168.154.1,64.198.55.27,59,false_positive,"{""protocol"": ""UDP"", ""port"": 443, ""bytes_transferred"": 477179}",2025-12-06,9
EVT-000741,2025-12-11T10:56:59.982152,network_connection,critical,email_gateway,quarantined,user_1748,192.168.188.244,136.103.110.108,98,resolved,"{""protocol"": ""ICMP"", ""port"": 3306, ""bytes_transferred"": 581066}",2025-12-11,10
EVT-000742,2025-12-11T09:34:25.982152,firewall_block,critical,dlp_system,alerted,user_1492,187.181.50.47,124.176.111.66,92,investigating,"{""protocol"": ""ICMP"", ""port"": 3306, ""bytes_transferred"": 627215}",2025-12-11,9
EVT-000743,2025-12-08T06:11:01.982152,firewall_block,low,firewall,blocked,user_1079,192.168.158.130,147.181.155.146,12,resolved,"{""protocol"": ""HTTP"", ""port"": 80, ""bytes_transferred"": 457356}",2025-12-08,6
EVT-000744,2025-12-12T06:56:59.982152,suspicious_activity,critical,web_gateway,blocked,user_7260,192.168.27.245,131.97.104.30,50,investigating,"{""protocol"": ""TCP"", ""port"": 3306, ""bytes_transferred"": 915493}",2025-12-12,6
EVT-000745,2025-12-06T04:58:15.982152,login_failure,medium,web_gateway,quarantined,user_9503,192.168.58.33,222.83.21.152,51,resolved,"{""protocol"": ""UDP"", ""port"": 3306, ""bytes_transferred"": 72972}",2025-12-06,4
EVT-000746,2025-12-07T07:32:23.982152,malware_detected,info,firewall,allowed,user_1294,192.168.227.208,,4,investigating,"{""protocol"": ""ICMP"", ""port"": 22, ""bytes_transferred"": 218230}",2025-12-07,7
EVT-000747,2025-12-09T22:25:10.982152,ids_alert,low,network_monitor,allowed,user_2525,192.168.131.150,144.177.229.177,30,false_positive,"{""protocol"": ""ICMP"", ""port"": 3306, ""bytes_transferred"": 521416}",2025-12-09,22
EVT-000748,2025-12-10T09:43:17.982152,login_success,medium,firewall,alerted,user_4921,84.57.30.186,103.222.98.196,48,open,"{""protocol"": ""HTTP"", ""port"": 8080, ""bytes_transferred"": 333618}",2025-12-10,9
EVT-000749,2025-12-06T02:22:45.982152,login_success,high,email_gateway,quarantined,user_5340,218.49.4.99,179.156.48.236,79,resolved,"{""protocol"": ""UDP"", ""port"": 3306, ""bytes_transferred"": 448145}",2025-12-06,2
EVT-000750,2025-12-07T21:07:08.982152,login_attempt,medium,web_gateway,blocked,user_3820,192.168.139.56,64.146.134.250,51,investigating,"{""protocol"": ""HTTP"", ""port"": 1433, ""bytes_transferred"": 713773}",2025-12-07,21
EVT-000751,2025-12-06T02:25:27.982152,ids_alert,low,dlp_system,alerted,user_8800,192.168.4.198,115.62.245.230,20,investigating,"{""protocol"": ""HTTP"", ""port"": 8080, ""bytes_transferred"": 874584}",2025-12-06,2
EVT-000752,2025-12-08T14:53:36.982152,privilege_escalation,low,database_audit,blocked,paula54@example.net,192.168.190.74,73.191.251.127,21,resolved,"{""protocol"": ""HTTP"", ""port"": 8080, ""bytes_transferred"": 641036}",2025-12-08,14
EVT-000753,2025-12-05T15:05:40.982152,login_success,info,email_gateway,allowed,user_8494,192.168.12.138,157.182.189.104,4,investigating,"{""protocol"": ""HTTP"", ""port"": 1433, ""bytes_transferred"": 765982}",2025-12-05,15
EVT-000754,2025-12-06T20:31:07.982152,data_exfiltration_attempt,info,email_gateway,logged,user_9982,86.127.45.58,217.108.247.159,7,false_positive,"{""protocol"": ""ICMP"", ""port"": 443, ""bytes_transferred"": 366200}",2025-12-06,20
EVT-000755,2025-12-11T10:40:48.982152,network_connection,medium,dlp_system,allowed,user_7844,216.113.237.24,41.128.97.145,42,open,"{""protocol"": ""HTTPS"", ""port"": 1433, ""bytes_transferred"": 959300}",2025-12-11,10
EVT-000756,2025-12-09T22:11:34.982152,firewall_block,low,authentication_server,allowed,user_1920,192.168.99.30,42.126.215.105,30,resolved,"{""protocol"": ""ICMP"", ""port"": 8080, ""bytes_transferred"": 739516}",2025-12-09,22
EVT-000757,2025-12-06T12:55:08.982152,data_exfiltration_attempt,low,network_monitor,alerted,user_1354,192.168.232.111,9.9.97.40,30,open,"{""protocol"": ""HTTPS"", ""port"": 3306, ""bytes_transferred"": 399770}",2025-12-06,12
EVT-000758,2025-12-06T11:14:17.982152,privilege_escalation,low,email_gateway,logged,user_3120,43.252.85.28,,16,false_positive,"{""protocol"": ""HTTP"", ""port"": 1433, ""bytes_transferred"": 739739}",2025-12-06,11
EVT-000759,2025-12-06T15:33:07.982152,ids_alert,info,endpoint_protection,quarantined,user_9853,192.168.86.164,26.236.66.125,7,false_positive,"{""protocol"": ""HTTP"", ""port"": 22, ""bytes_transferred"": 983326}",2025-12-06,15
EVT-000760,2025-12-07T08:53:22.982152,login_success,info,firewall,allowed,user_4667,192.168.171.24,76.215.82.45,8,investigating,"{""protocol"": ""TCP"", ""port"": 3389, ""bytes_transferred"": 62554}",2025-12-07,8
EVT-000761,2025-12-08T09:25:18.982152,privilege_escalation,low,firewall,allowed,user_8227,192.168.229.157,86.44.165.75,29,false_positive,"{""protocol"": ""UDP"", ""port"": 80, ""bytes_transferred"": 400048}",2025-12-08,9
EVT-000762,2025-12-10T19:51:41.982152,login_success,low,firewall,logged,user_7295,192.168.223.253,169.5.248.195,17,open,"{""protocol"": ""UDP"", ""port"": 80, ""bytes_transferred"": 351313}",2025-12-10,19
EVT-000763,2025-12-10T20:25:39.982152,network_connection,low,authentication_server,logged,user_6395,192.168.30.185,131.158.227.185,23,false_positive,"{""protocol"": ""HTTPS"", ""port"": 3306, ""bytes_transferred"": 655563}",2025-12-10,20
EVT-000764,2025-12-07T21:36:47.982152,firewall_block,low,database_audit,logged,user_8443,192.168.66.76,142.84.117.62,20,false_positive,"{""protocol"": ""ICMP"", ""port"": 8080, ""bytes_transferred"": 296660}",2025-12-07,21
EVT-000765,2025-12-12T12:51:59.982152,suspicious_activity,info,dlp_system,quarantined,user_8069,192.168.44.80,185.176.27.66,4,resolved,"{""protocol"": ""HTTPS"", ""port"": 443, ""bytes_transferred"": 286821}",2025-12-12,12
EVT-000766,2025-12-07T12:34:32.982152,file_access,medium,authentication_server,blocked,user_6723,192.168.185.158,86.80.199.197,56,false_positive,"{""protocol"": ""TCP"", ""port"": 8080, ""bytes_transferred"": 844223}",2025-12-07,12
EVT-000767,2025-12-05T22:25:39.982152,login_failure,info,database_audit,alerted,user_9107,155.69.78.187,123.92.5.113,3,false_positive,"{""protocol"": ""ICMP"", ""port"": 80, ""bytes_transferred"": 361193}",2025-12-05,22
EVT-000768,2025-12-07T08:45:21.982152,ids_alert,info,network_monitor,blocked,user_3804,136.123.214.87,49.90.66.243,7,open,"{""protocol"": ""TCP"", ""port"": 443, ""bytes_transferred"": 524638}",2025-12-07,8
EVT-000769,2025-12-09T19:36:33.982152,firewall_block,high,database_audit,quarantined,user_7617,192.168.61.122,6.27.79.177,74,false_positive,"{""protocol"": ""HTTP"", ""port"": 22, ""bytes_transferred"": 631860}",2025-12-09,19
EVT-000770,2025-12-11T15:18:28.982152,vulnerability_scan,low,endpoint_protection,allowed,user_5601,192.168.84.238,93.190.216.179,12,resolved,"{""protocol"": ""HTTP"", ""port"": 22, ""bytes_transferred"": 836522}",2025-12-11,15
EVT-000771,2025-12-08T08:57:28.982152,login_attempt,high,network_monitor,blocked,user_2322,192.168.31.50,113.3.135.112,84,open,"{""protocol"": ""UDP"", ""port"": 443, ""bytes_transferred"": 486888}",2025-12-08,8
EVT-000772,2025-12-11T05:50:20.982152,network_connection,high,dlp_system,alerted,user_4979,94.114.177.38,181.34.177.28,79,resolved,"{""protocol"": ""UDP"", ""port"": 3306, ""bytes_transferred"": 369777}",2025-12-11,5
EVT-000773,2025-12-10T08:37:51.982152,vulnerability_scan,low,network_monitor,blocked,user_7388,192.168.136.34,,34,open,"{""protocol"": ""ICMP"", ""port"": 3389, ""bytes_transferred"": 867935}",2025-12-10,8
EVT-000774,2025-12-08T11:36:54.982152,privilege_escalation,medium,web_gateway,allowed,user_3390,212.8.92.162,137.194.244.206,43,open,"{""protocol"": ""UDP"", ""port"": 1433, ""bytes_transferred"": 405007}",2025-12-08,11
EVT-000775,2025-12-12T07:41:23.982152,vulnerability_scan,medium,database_audit,quarantined,user_4743,192.168.164.226,162.25.173.174,62,false_positive,"{""protocol"": ""HTTP"", ""port"": 22, ""bytes_transferred"": 11806}",2025-12-12,7
EVT-000776,2025-12-08T06:58:40.982152,firewall_block,medium,dlp_system,blocked,christinasmith@example.net,191.142.82.231,46.221.84.106,59,resolved,"{""protocol"": ""ICMP"", ""port"": 80, ""bytes_transferred"": 346715}",2025-12-08,6
EVT-000777,2025-12-09T00:57:02.982152,suspicious_activity,critical,firewall,allowed,user_2219,192.168.90.66,16.7.179.98,96,investigating,"{""protocol"": ""HTTPS"", ""port"": 3389, ""bytes_transferred"": 469112}",2025-12-09,0
EVT-000778,2025-12-11T16:24:23.982152,ids_alert,medium,endpoint_protection,quarantined,user_6523,192.168.2.230,177.159.157.171,42,investigating,"{""protocol"": ""UDP"", ""port"": 1433, ""bytes_transferred"": 161759}",2025-12-11,16
EVT-000779,2025-12-07T03:12:20.982152,privilege_escalation,low,email_gateway,blocked,ywilliams@example.com,192.168.116.75,192.237.44.174,35,resolved,"{""protocol"": ""ICMP"", ""port"": 1433, ""bytes_transferred"": 432555}",2025-12-07,3
EVT-000780,2025-12-09T22:05:25.982152,malware_detected,low,endpoint_protection,allowed,user_3993,192.168.21.90,161.251.243.169,18,resolved,"{""protocol"": ""UDP"", ""port"": 3306, ""bytes_transferred"": 335247}",2025-12-09,22
EVT-000781,2025-12-08T16:03:26.982152,login_attempt,medium,email_gateway,alerted,user_3854,210.85.104.248,142.254.3.179,53,investigating,"{""protocol"": ""HTTPS"", ""port"": 3306, ""bytes_transferred"": 359104}",2025-12-08,16
EVT-000782,2025-12-12T00:58:48.982152,login_attempt,info,dlp_system,allowed,user_7160,192.168.136.70,180.160.229.94,0,open,"{""protocol"": ""ICMP"", ""port"": 8080, ""bytes_transferred"": 482961}",2025-12-12,0
EVT-000783,2025-12-10T14:45:47.982152,network_connection,medium,endpoint_protection,alerted,user_9518,192.168.126.129,78.117.224.99,55,resolved,"{""protocol"": ""ICMP"", ""port"": 22, ""bytes_transferred"": 464305}",2025-12-10,14
EVT-000784,2025-12-09T17:56:53.982152,data_exfiltration_attempt,critical,database_audit,allowed,user_1520,192.168.215.241,163.105.227.194,93,resolved,"{""protocol"": ""HTTPS"", ""port"": 8080, ""bytes_transferred"": 396932}",2025-12-09,17
EVT-000785,2025-12-12T00:11:28.982152,data_exfiltration_attempt,info,authentication_server,alerted,user_9956,198.201.231.221,198.139.203.106,8,false_positive,"{""protocol"": ""HTTP"", ""port"": 443, ""bytes_transferred"": 688317}",2025-12-12,0
EVT-000786,2025-12-10T01:20:36.982152,suspicious_activity,info,firewall,quarantined,user_4768,141.150.209.8,62.112.62.94,7,resolved,"{""protocol"": ""ICMP"", ""port"": 80, ""bytes_transferred"": 644254}",2025-12-10,1
EVT-000787,2025-12-06T23:38:34.982152,login_failure,high,firewall,quarantined,ewhite@example.com,192.168.136.138,178.222.158.150,72,open,"{""protocol"": ""UDP"", ""port"": 1433, ""bytes_transferred"": 136861}",2025-12-06,23
EVT-000788,2025-12-12T01:55:18.982152,network_connection,medium,dlp_system,blocked,user_7138,20.165.37.81,125.65.147.248,48,open,"{""protocol"": ""TCP"", ""port"": 22, ""bytes_transferred"": 60632}",2025-12-12,1
EVT-000789,2025-12-12T09:53:06.982152,data_exfiltration_attempt,info,web_gateway,alerted,user_3144,192.168.184.77,209.236.153.165,2,open,"{""protocol"": ""TCP"", ""port"": 443, ""bytes_transferred"": 12788}",2025-12-12,9
EVT-000790,2025-12-05T16:15:46.982152,suspicious_activity,info,ids,blocked,user_3966,192.168.92.161,120.134.145.249,3,investigating,"{""protocol"": ""HTTPS"", ""port"": 443, ""bytes_transferred"": 354416}",2025-12-05,16
EVT-000791,2025-12-08T06:23:46.982152,login_attempt,medium,dlp_system,blocked,user_1357,192.168.185.203,163.220.98.144,40,resolved,"{""protocol"": ""HTTP"", ""port"": 3389, ""bytes_transferred"": 94048}",2025-12-08,6
EVT-000792,2025-12-07T21:17:41.982152,ids_alert,high,authentication_server,allowed,user_8597,192.168.14.74,144.224.117.159,70,false_positive,"{""protocol"": ""HTTPS"", ""port"": 80, ""bytes_transferred"": 653830}",2025-12-07,21
EVT-000793,2025-12-07T00:10:43.982152,ids_alert,high,firewall,blocked,user_7852,192.168.67.243,186.139.60.131,82,resolved,"{""protocol"": ""HTTP"", ""port"": 80, ""bytes_transferred"": 319875}",2025-12-07,0
EVT-000794,2025-12-06T08:45:29.982152,data_exfiltration_attempt,info,ids,allowed,user_7700,192.168.141.209,36.153.28.1,6,investigating,"{""protocol"": ""HTTPS"", ""port"": 22, ""bytes_transferred"": 186666}",2025-12-06,8
EVT-000795,2025-12-07T19:49:40.982152,vulnerability_scan,high,authentication_server,blocked,user_6317,192.168.183.245,14.33.8.82,71,open,"{""protocol"": ""UDP"", ""port"": 3306, ""bytes_transferred"": 428930}",2025-12-07,19
EVT-000796,2025-12-08T18:08:53.982152,malware_detected,high,dlp_system,blocked,user_1215,211.127.174.5,45.222.89.160,78,false_positive,"{""protocol"": ""HTTP"", ""port"": 80, ""bytes_transferred"": 757749}",2025-12-08,18
EVT-000797,2025-12-08T00:03:29.982152,file_access,medium,endpoint_protection,blocked,user_1836,120.108.111.147,223.110.156.239,43,resolved,"{""protocol"": ""UDP"", ""port"": 80, ""bytes_transferred"": 328389}",2025-12-08,0
EVT-000798,2025-12-10T13:08:45.982152,ids_alert,low,network_monitor,alerted,user_5373,192.168.249.162,207.130.207.247,30,false_positive,"{""protocol"": ""ICMP"", ""port"": 80, ""bytes_transferred"": 962505}",2025-12-10,13
EVT-000799,2025-12-10T21:51:44.982152,suspicious_activity,info,network_monitor,logged,user_7506,192.168.7.100,40.199.3.68,0,resolved,"{""protocol"": ""HTTPS"", ""port"": 22, ""bytes_transferred"": 779199}",2025-12-10,21
EVT-000800,2025-12-05T19:25:03.982152,data_exfiltration_attempt,critical,firewall,alerted,user_3388,192.168.56.66,185.233.20.32,93,resolved,"{""protocol"": ""TCP"", ""port"": 3306, ""bytes_transferred"": 137972}",2025-12-05,19
EVT-000801,2025-12-05T17:54:57.982152,network_connection,info,firewall,quarantined,user_9067,192.168.9.198,73.98.215.144,5,false_positive,"{""protocol"": ""HTTPS"", ""port"": 22, ""bytes_transferred"": 501146}",2025-12-05,17
EVT-000802,2025-12-09T16:08:05.982152,network_connection,medium,authentication_server,alerted,user_7679,192.168.42.1,99.251.230.177,56,open,"{""protocol"": ""HTTPS"", ""port"": 1433, ""bytes_transferred"": 165948}",2025-12-09,16
EVT-000803,2025-12-12T14:15:09.982152,file_access,medium,firewall,alerted,user_9907,217.112.213.217,183.231.126.70,45,resolved,"{""protocol"": ""HTTPS"", ""port"": 3389, ""bytes_transferred"": 170386}",2025-12-12,14
EVT-000804,2025-12-09T23:35:31.982152,data_exfiltration_attempt,high,endpoint_protection,allowed,user_2528,192.168.155.139,47.72.81.94,83,false_positive,"{""protocol"": ""ICMP"", ""port"": 8080, ""bytes_transferred"": 320847}",2025-12-09,23
EVT-000805,2025-12-08T18:20:05.982152,vulnerability_scan,high,web_gateway,blocked,user_5587,192.72.225.57,198.32.136.124,83,investigating,"{""protocol"": ""ICMP"", ""port"": 80, ""bytes_transferred"": 485882}",2025-12-08,18
EVT-000806,2025-12-09T14:34:32.982152,ids_alert,info,ids,quarantined,user_8890,192.168.45.195,101.143.8.48,3,investigating,"{""protocol"": ""UDP"", ""port"": 3306, ""bytes_transferred"": 492762}",2025-12-09,14
EVT-000807,2025-12-09T03:35:29.982152,login_failure,critical,authentication_server,quarantined,user_5104,192.168.89.83,50.63.107.101,97,investigating,"{""protocol"": ""UDP"", ""port"": 443, ""bytes_transferred"": 488400}",2025-12-09,3
EVT-000808,2025-12-06T13:27:01.982152,ids_alert,medium,web_gateway,alerted,pgraham@example.com,192.168.209.164,3.131.8.246,65,resolved,"{""protocol"": ""TCP"", ""port"": 443, ""bytes_transferred"": 445367}",2025-12-06,13
EVT-000809,2025-12-09T21:02:41.982152,firewall_block,info,web_gateway,alerted,user_5452,192.168.107.247,192.14.138.205,9,false_positive,"{""protocol"": ""HTTP"", ""port"": 8080, ""bytes_transferred"": 665542}",2025-12-09,21
EVT-000810,2025-12-12T03:49:21.982152,file_access,info,web_gateway,blocked,user_2538,192.168.19.62,170.166.85.225,7,open,"{""protocol"": ""HTTPS"", ""port"": 3306, ""bytes_transferred"": 189562}",2025-12-12,3
EVT-000811,2025-12-12T02:16:04.982152,login_failure,critical,email_gateway,blocked,jason14@example.net,192.168.117.230,180.144.23.33,98,false_positive,"{""protocol"": ""UDP"", ""port"": 443, ""bytes_transferred"": 893034}",2025-12-12,2
EVT-000812,2025-12-09T08:44:28.982152,login_attempt,low,network_monitor,blocked,user_7765,192.168.72.157,114.148.74.229,18,open,"{""protocol"": ""HTTP"", ""port"": 3389, ""bytes_transferred"": 223943}",2025-12-09,8
EVT-000813,2025-12-07T20:54:35.982152,login_success,medium,authentication_server,quarantined,user_1067,192.168.64.3,51.31.79.94,66,open,"{""protocol"": ""ICMP"", ""port"": 3306, ""bytes_transferred"": 784190}",2025-12-07,20
EVT-000814,2025-12-10T18:34:51.982152,login_failure,high,web_gateway,allowed,user_8018,192.168.14.194,82.111.147.130,79,resolved,"{""protocol"": ""TCP"", ""port"": 3389, ""bytes_transferred"": 483642}",2025-12-10,18
EVT-000815,2025-12-11T12:56:43.982152,network_connection,low,database_audit,alerted,user_6903,192.168.167.216,152.223.192.60,36,investigating,"{""protocol"": ""HTTP"", ""port"": 3306, ""bytes_transferred"": 268133}",2025-12-11,12
EVT-000816,2025-12-12T04:49:23.982152,network_connection,high,database_audit,logged,user_6347,192.168.48.110,153.106.217.138,78,false_positive,"{""protocol"": ""HTTP"", ""port"": 22, ""bytes_transferred"": 413113}",2025-12-12,4
EVT-000817,2025-12-05T18:23:19.982152,file_access,low,endpoint_protection,quarantined,user_1153,192.168.88.247,79.70.221.212,16,open,"{""protocol"": ""ICMP"", ""port"": 1433, ""bytes_transferred"": 427542}",2025-12-05,18
EVT-000818,2025-12-10T16:51:42.982152,vulnerability_scan,high,network_monitor,alerted,user_4488,192.168.181.68,91.45.81.223,77,investigating,"{""protocol"": ""TCP"", ""port"": 3389, ""bytes_transferred"": 495352}",2025-12-10,16
EVT-000819,2025-12-06T23:14:31.982152,privilege_escalation,low,network_monitor,blocked,user_8908,192.168.205.222,38.229.62.142,14,resolved,"{""protocol"": ""HTTP"", ""port"": 3389, ""bytes_transferred"": 315816}",2025-12-06,23
EVT-000820,2025-12-09T04:18:38.982152,network_connection,medium,database_audit,allowed,user_7365,213.183.128.142,139.77.37.207,68,resolved,"{""protocol"": ""UDP"", ""port"": 3306, ""bytes_transferred"": 991972}",2025-12-09,4
EVT-000821,2025-12-09T02:44:56.982152,firewall_block,medium,email_gateway,allowed,user_4600,192.168.158.30,197.225.145.191,61,resolved,"{""protocol"": ""TCP"", ""port"": 1433, ""bytes_transferred"": 936586}",2025-12-09,2
EVT-000822,2025-12-07T19:05:00.982152,suspicious_activity,medium,database_audit,allowed,user_1599,192.168.172.46,41.82.53.58,68,investigating,"{""protocol"": ""ICMP"", ""port"": 80, ""bytes_transferred"": 788591}",2025-12-07,19
EVT-000823,2025-12-06T21:04:19.982152,data_exfiltration_attempt,critical,firewall,logged,debra71@example.net,192.168.241.156,145.37.28.183,98,resolved,"{""protocol"": ""HTTP"", ""port"": 80, ""bytes_transferred"": 283381}",2025-12-06,21
EVT-000824,2025-12-06T12:50:35.982152,ids_alert,low,email_gateway,allowed,user_7577,12.132.159.189,97.10.23.206,33,resolved,"{""protocol"": ""HTTPS"", ""port"": 1433, ""bytes_transferred"": 371684}",2025-12-06,12
EVT-000825,2025-12-08T06:58:17.982152,vulnerability_scan,info,ids,blocked,user_6604,192.168.250.72,71.139.213.222,2,false_positive,"{""protocol"": ""HTTPS"", ""port"": 8080, ""bytes_transferred"": 251167}",2025-12-08,6
EVT-000826,2025-12-07T21:12:08.982152,file_access,high,dlp_system,quarantined,user_6287,192.168.2.145,222.251.231.157,79,resolved,"{""protocol"": ""HTTP"", ""port"": 8080, ""bytes_transferred"": 528429}",2025-12-07,21
EVT-000827,2025-12-05T22:16:57.982152,network_connection,high,email_gateway,blocked,user_5176,192.168.228.70,,70,false_positive,"{""protocol"": ""UDP"", ""port"": 3306, ""bytes_transferred"": 760850}",2025-12-05,22
EVT-000828,2025-12-10T18:25:42.982152,data_exfiltration_attempt,low,dlp_system,quarantined,user_2434,192.168.131.133,162.172.178.146,39,investigating,"{""protocol"": ""HTTP"", ""port"": 80, ""bytes_transferred"": 705938}",2025-12-10,18
EVT-000829,2025-12-07T11:56:12.982152,login_attempt,critical,authentication_server,logged,user_5553,192.168.11.104,44.85.114.106,90,resolved,"{""protocol"": ""TCP"", ""port"": 443, ""bytes_transferred"": 750019}",2025-12-07,11
EVT-000830,2025-12-10T18:23:29.982152,file_access,info,network_monitor,logged,user_5385,192.168.227.135,148.87.81.170,0,false_positive,"{""protocol"": ""ICMP"", ""port"": 22, ""bytes_transferred"": 296210}",2025-12-10,18
EVT-000831,2025-12-11T16:35:47.982152,login_success,critical,network_monitor,allowed,user_9864,192.168.124.124,122.31.36.169,98,false_positive,"{""protocol"": ""HTTPS"", ""port"": 1433, ""bytes_transferred"": 438688}",2025-12-11,16
EVT-000832,2025-12-05T21:08:43.982152,privilege_escalation,high,endpoint_protection,blocked,user_4468,192.168.76.196,3.95.127.71,80,investigating,"{""protocol"": ""ICMP"", ""port"": 22, ""bytes_transferred"": 249817}",2025-12-05,21
EVT-000833,2025-12-07T20:22:45.982152,vulnerability_scan,low,web_gateway,allowed,user_9687,192.168.243.144,191.216.21.175,25,open,"{""protocol"": ""UDP"", ""port"": 443, ""bytes_transferred"": 731019}",2025-12-07,20
EVT-000834,2025-12-09T22:08:42.982152,network_connection,high,database_audit,quarantined,user_4740,192.168.62.192,114.240.160.95,72,resolved,"{""protocol"": ""HTTP"", ""port"": 22, ""bytes_transferred"": 831213}",2025-12-09,22
EVT-000835,2026-06-23T14:50:04.156663,malware_detected,high,authentication_server,quarantined,user_6854,192.168.32.108,130.66.254.245,85,false_positive,"{""protocol"": ""ICMP"", ""port"": 8080, ""bytes_transferred"": 884591}",2026-06-23,14
EVT-000836,2026-09-08T14:50:04.156743,network_connection,high,network_monitor,blocked,user_8238,192.168.136.47,177.31.20.223,82,resolved,"{""protocol"": ""HTTP"", ""port"": 8080, ""bytes_transferred"": 417977}",2026-09-08,14
EVT-000837,2025-12-05T15:27:19.982152,file_access,info,network_monitor,alerted,user_7575,192.168.116.230,1.238.133.57,3,false_positive,"{""protocol"": ""HTTPS"", ""port"": 443, ""bytes_transferred"": 742849}",2025-12-05,15
EVT-000838,2025-12-05T16:16:08.982152,firewall_block,medium,ids,allowed,rortiz@example.org,192.168.189.175,40.87.126.202,40,investigating,"{""protocol"": ""UDP"", ""port"": 443, ""bytes_transferred"": 17107}",2025-12-05,16
EVT-000839,2025-12-07T04:47:49.982152,login_attempt,high,endpoint_protection,alerted,user_4600,217.90.39.179,8.25.8.41,84,investigating,"{""protocol"": ""ICMP"", ""port"": 22, ""bytes_transferred"": 629477}",2025-12-07,4
EVT-000840,2025-12-09T09:39:14.982152,ids_alert,critical,network_monitor,quarantined,user_5775,121.211.147.90,60.79.170.112,91,investigating,"{""protocol"": ""TCP"", ""port"": 443, ""bytes_transferred"": 968815}",2025-12-09,9
EVT-000841,2025-12-10T09:27:48.982152,malware_detected,critical,network_monitor,allowed,user_3968,192.168.38.217,41.98.151.78,98,open,"{""protocol"": ""TCP"", ""port"": 80, ""bytes_transferred"": 19788}",2025-12-10,9
EVT-000842,2025-12-10T02:59:24.982152,login_failure,high,authentication_server,quarantined,user_8196,21.59.114.22,103.44.142.253,86,false_positive,"{""protocol"": ""TCP"", ""port"": 8080, ""bytes_transferred"": 223549}",2025-12-10,2
EVT-000843,2025-12-12T10:30:45.982152,login_success,low,database_audit,quarantined,user_6889,43.123.102.6,134.173.117.247,26,resolved,"{""protocol"": ""ICMP"", ""port"": 8080, ""bytes_transferred"": 61985}",2025-12-12,10
EVT-000844,2025-12-06T15:47:48.982152,login_attempt,info,web_gateway,allowed,user_3854,192.168.36.188,94.215.200.207,8,investigating,"{""protocol"": ""HTTPS"", ""port"": 8080, ""bytes_transferred"": 116598}",2025-12-06,15
EVT-000845,2025-12-09T21:37:32.982152,data_exfiltration_attempt,critical,email_gateway,allowed,user_5830,192.168.216.184,118.97.92.104,92,resolved,"{""protocol"": ""ICMP"", ""port"": 3306, ""bytes_transferred"": 996843}",2025-12-09,21
EVT-000846,2025-12-09T09:20:35.982152,login_failure,low,dlp_system,allowed,user_6515,192.168.236.151,217.254.151.235,12,false_positive,"{""protocol"": ""ICMP"", ""port"": 80, ""bytes_transferred"": 472521}",2025-12-09,9
EVT-000847,2025-12-08T18:35:13.982152,network_connection,high,database_audit,quarantined,user_3019,142.67.138.139,29.217.210.93,80,false_positive,"{""protocol"": ""UDP"", ""port"": 443, ""bytes_transferred"": 793795}",2025-12-08,18
EVT-000848,2025-12-09T08:02:08.982152,file_access,critical,dlp_system,blocked,user_4448,134.158.105.138,4.120.69.85,96,resolved,"{""protocol"": ""HTTP"", ""port"": 1433, ""bytes_transferred"": 254533}",2025-12-09,8
EVT-000849,2025-12-10T10:20:45.982152,login_failure,low,web_gateway,blocked,user_6701,192.168.176.201,58.131.199.232,12,investigating,"{""protocol"": ""UDP"", ""port"": 80, ""bytes_transferred"": 543827}",2025-12-10,10
EVT-000850,2025-12-07T03:27:14.982152,data_exfiltration_attempt,medium,endpoint_protection,allowed,user_4191,190.6.96.36,144.102.226.147,40,false_positive,"{""protocol"": ""HTTPS"", ""port"": 3306, ""bytes_transferred"": 379243}",2025-12-07,3
EVT-000851,2025-12-09T21:11:02.982152,network_connection,info,ids,allowed,user_6323,203.237.210.69,81.55.239.90,9,false_positive,"{""protocol"": ""HTTPS"", ""port"": 1433, ""bytes_transferred"": 473189}",2025-12-09,21
EVT-000852,2025-12-09T06:32:22.982152,ids_alert,medium,authentication_server,blocked,user_8233,192.168.57.86,175.224.156.106,71,open,"{""protocol"": ""HTTPS"", ""port"": 80, ""bytes_transferred"": 668243}",2025-12-09,6
EVT-000853,2025-12-11T08:56:00.982152,login_attempt,low,firewall,allowed,user_1393,192.168.64.166,76.250.5.223,21,open,"{""protocol"": ""UDP"", ""port"": 80, ""bytes_transferred"": 106212}",2025-12-11,8
EVT-000854,2025-12-10T10:51:27.982152,vulnerability_scan,low,endpoint_protection,alerted,user_8124,192.168.10.222,169.67.92.69,24,investigating,"{""protocol"": ""ICMP"", ""port"": 1433, ""bytes_transferred"": 622363}",2025-12-10,10
EVT-000855,2025-12-08T11:34:25.982152,file_access,high,database_audit,logged,user_2876,192.168.155.4,223.138.141.153,10,resolved,"{""protocol"": ""TCP"", ""port"": 8080, ""bytes_transferred"": 883672}",2025-12-08,11
